Renewables: Renewable power generation (excl hydro)*,,,,,,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate per annum,,Share
Terawatt-hours,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2025,2015-25,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03225000008865499,0.12470000004380598,0.12900000004172,0.16770000002294602,0.17200000002086,0.19554732030077276,0.19704732030077277,0.22193862314558624,0.12980000000000003,0.1446,0.1554,0.1472,0.1561,0.1594,0.15080000000000005,0.15510000000000002,0.14830000000000002,0.13210000000000002,0.1863,0.27359999999999995,0.3056,0.30320199999999997,0.26175817578550387,0.26342190537697063,0.24205560901106998,0.3468468039820125,0.413872,0.584843,0.6613290000000001,0.725876,0.728056,0.8403311912568305,0.822167068,0.9478103926096901,0.15597811004923456,0.1365981843822135,0.00015116441589054113
Total Africa,0,0,0,0,0,0,0.164,0.165,0.16999999999999998,0.175,0.172,0.185,0.189,0.195,0.201,0.20700000000000002,0.218,0.23600000000000002,0.23,0.234,0.269,0.659,0.6579999999999999,0.6260000000000001,0.617,0.801,0.8170000000000002,0.8482500000886549,0.945700000043806,0.8464000000417201,1.0300000000229461,1.2701930879318946,1.3988404082118073,1.7261492855965264,1.7229247989676555,2.4561520000026227,2.771539789468439,2.7648699234221192,3.1921798227520766,3.794417350693914,3.866511095529348,4.7146332233315835,4.249384806596225,4.685078204266634,5.311923942642859,6.32766699275834,6.9436236587167,7.753669329240937,8.925387989312068,12.518010798346378,19.649168437691692,23.789924762374,28.001205063879784,30.781179294976464,38.15639123844649,42.14723205562083,47.69470109697826,53.64295809880885,64.00969143367027,73.05043094826019,83.43490585754397,0.14528406683832018,0.15558091454981238,0.01330686908181194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,0.296,0.28400000000000003,0.29,0.28200000000000003,0.281,0.261,0.263,0.28,0.338,0.429,0.489,0.484,0.429,0.405,0.418,0.385,0.404,0.516,0.431,0.441,0.456,0.46,0.47000000000000003,0.731,0.81,0.7595000000000001,0.72495,0.6821,0.6866000000000001,0.7193999999999999,0.85365,0.9791,1.03515,1.1346,1.2170999999999998,1.0702500000000001,1.1386500000000002,1.85865,2.45905,3.6832000000000003,5.2541,6.1921,7.240849999999999,7.29375,7.514792030082167,8.404198279820896,11.050496570098801,13.234850000000002,16.43805,18.275362,21.706588492043686,24.10699350642864,25.69003086148092,32.182185275530216,41.235989267201525,49.86185693214747,61.33372789781511,70.78098299999999,81.064464,88.172849,101.07968140891847,0.14952179942507593,0.1662918186542548,0.016120999640561375
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041960000000000004,0.033214,0.069466,0.061099999999999995,0.042393999999999994,0.039352000000000005,0.052032999999999996,0.06627700000000002,0.073444,0.057364000000000005,0.07062399999999999,0.16369899999999998,0.185697,0.237077,0.28178400000000003,0.30081100000000005,0.24844500000000003,0.340039,0.35099400000000003,0.414091,0.49911292054794526,0.6497559999999999,0.665075322,0.93506644757,1.3583758700149315,1.69170878636,0.24880281106150726,0.18851095499405712,0.0002698073080238044
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06802020202020202,0.0750909090909091,0.24731313131313132,0.33312121212121215,0.848838383838384,3.637161616161616,1.6359393939393938,2.930979797979798,2.8495555555555554,3.0107373737373737,3.1488989898989894,3.3041919191919193,3.4313737373737374,3.596969696969697,3.8817777777777778,7.352060606060606,10.939818181818183,15.45629292929293,28.118000000000002,48.7533178332,67.9652692,97.02863400000001,129.86198000000002,174.39502209999998,216.4165976,264.0448116,354.4686464,479.4250736,608.1337000000001,706.8375000000001,818.1195,1085.8853803418804,1298.9395,1588.7449592238054,1960.2626058849314,2437.8024146691014,0.24701727108174754,0.24891271314393526,0.38880031380048186
China Hong Kong SAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006940000000000001,0.000865,0.0008070000000000001,0.001099,0.041041,0.04686800000000001,0.045053,0.03983600000000001,0.046900000000000004,0.061811,0.06949200000000001,0.07169400000000001,0.07426800000000001,0.09160500000000002,0.233985,0.35168499999999997,0.45277399999999995,0.458058,0.5322640561389297,0.6670664668254505,0.2566958795579908,0.2685580160016052,0.0001063891191783555
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06788936663936662,0.2079813213213213,0.20786189189189186,0.3468195495495494,0.5715652852852853,1.0612751460551462,1.6405892547092544,1.9757272727272726,2.3775883838383836,3.1381394348894345,3.2751495358995357,4.165261036036036,4.2380319888069895,5.333181180726181,8.557974956319956,10.04431822959323,14.9315,19.1448,23.7432,26.903121725372593,32.78798091321936,40.237023115732086,46.047631497521934,51.013356859810315,59.5088809540724,58.194866305972255,72.85721428581098,89.98185606517374,116.16569583164664,129.9528453869394,140.75732521190918,159.48442196096124,190.79048351752576,220.23372568503964,241.6888502632737,298.3272830984989,0.2377261830441324,0.17755399398782057,0.0475796317970608
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12742,1.05146,1.08574,1.09197,1.6039100000000002,2.21253,2.34287,2.72838,3.2865,3.94073,4.8724,6.0346,6.2433,6.3019,6.6656,6.615,6.674,7.03902,8.336964999999998,9.330314999999999,9.40845,9.578349999999999,9.688289999999999,9.58312,10.268510000000001,10.527155000000002,11.269789999999997,13.38138,26.72853,26.88378,28.576470000000004,31.504120000000004,38.097730000000006,40.60437,39.90598,40.275366419303175,0.012021503768234743,0.14359658099471306,0.006423438999005163
Japan,0,0,0,0,0,0.242704,0.235611,0.248591,0.253998,0.307547,0.37850700000000004,0.367553,0.533774,0.827644,1.099732,1.0914400000000002,1.136527,9.870767,11.030233,12.119022999999999,12.699479,13.803359,14.792468000000001,15.986553,17.046979,11.341126,11.651856999999998,11.860617,11.582831595959597,13.502493595959596,14.335605595959597,15.304106191919193,16.534889441850005,16.322945957070708,16.741198636363638,16.564143719178084,16.78047921917808,18.04693,19.66242,20.765078123287672,25.22608837328767,25.65863,27.2504675,26.831971256849314,26.798565805849314,29.734190812999998,31.003385,34.22930126369864,41.21865205139863,52.18981861425,68.248153218505,72.33731467596914,83.51661696568027,94.2855286843747,102.38318358047614,114.4405915534072,128.5105084612243,138.30202291289638,148.32310571825474,151.4420696914081,171.2090960241668,0.13362266106438003,0.09633579276927073,0.027305802085985844
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570903,0.5740940000000001,0.40440000000000004,0.4165,0.57636,0.5925,0.6239640000000001,0.7597729999999999,0.7967609999999999,1.393368,1.2629545,1.5375348999999998,1.5086624000000002,1.2445899999999999,0.92,1.024,1.07,1.095,1.983,2.595,3.293,3.349,4.8759999999999994,6.054,8.075,8.340738797814208,0.03573871665465034,0.233361695501191,0.0013302480309333006
New Zealand,1.348,1.359,1.1340000000000001,1.295,1.327,1.2730000000000001,1.256,1.2570000000000001,1.243,2.079057598538986,2.1061628616968813,2.054847072223197,1.978004966960039,2.001162861696881,1.87758391432846,1.971478651170565,1.93858391432846,1.968320756433723,1.98638391432846,2.1384312827495124,2.010208124854776,2.083034440644249,2.0779002301179337,2.087282861696881,2.578135011325145,2.9529426551932536,3.121829357035767,3.0700128669258775,3.2190710649674696,3.0756524621387653,3.0255718264808213,2.959778004829754,3.0600262054917993,3.329979973157255,3.5952087365547216,3.861093663867047,3.66874434166362,3.522482538642048,3.4231744261793895,3.756241382746989,4.4219294766532125,4.693773202615506,5.19165719610157,5.9549155646105465,7.062621996496114,8.249749247954966,8.898726876891322,9.270698110080804,9.606843312950463,9.803556579963328,10.557414243872579,11.3285394597532,11.138459077410928,11.070799050312377,11.381341543430668,11.49400841826732,12.015862999018111,12.331170300236037,12.48544863255793,14.550938588261301,15.49441008356968,0.06775658682862384,0.03911053604113035,0.002471172998433078
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9267000000000001,0.8721,0.9608,1.0411,1.0764,0,0,0.000202,0.001642,0.009605,0.013329,0.026802999999999997,0.084727,0.29609464615175896,0.5512618747668117,1.059879050373479,2.1325747868640668,3.753920527269665,4.7834083326713195,6.386297962015961,7.4564376366650205,9.936178072279304,13.336602365196104,16.470701053275672,23.808192599959128,40.66870396310722,0.7128610203668071,0.44012570570614207,0.006486171630468769
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.6369400000000001,2.04485,3.9121900000000003,3.90786,4.9349799999999995,5.35846,5.9421800000000005,5.5733,4.89597,5.22291,5.7016599999999995,5.89576,5.758,5.7,5.667,6.32,6.135,6.534,7.237,8.914,10.594,11.626,10.442,10.242493000000001,9.822443999999999,10.281550000000001,9.921429,10.519890000000002,10.273839,10.78547,10.403236999999999,10.019392999999999,10.14702,10.509468,9.88364,10.672380999999998,12.298098000000001,13.868543000000003,13.577936,13.9422337315768,14.01891528,14.41691128,14.237167439999999,14.634963904,16.0284214528,17.3222630528,18.078101717137354,0.04649321556212871,0.0392774103879201,0.002883240896901849
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.085,0.085,0.085,0.085,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.47300000000000003,0.47300000000000003,0.495,0.47900000000000004,0.47765875,0.47376480000000004,0.49360919999999997,0.5211794625000001,0.5286781100000001,0.590244215,0.6100797349999999,0.64390647,0.7182690718386792,0.7685834814969509,0.8610190665098751,0.8900152220212169,0.8976541162110443,0.8976561548090372,0.9548959211667617,0.9799372167946858,1.0695052886692205,1.6365458436581708,1.7685310980431928,2.177862226999999,2.4727874570000035,0.13853033787713942,0.11126440091145295,0.0003943800094126975
South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.003,0.252,0.406,0.082,0.064,0.09741100000000001,0.100969,0.106774,0.200925,0.220617,0.3501832183309999,0.404100728954,0.511223188952,0.83082424427,1.373424825441,1.7906085074509446,2.008130387742,2.8049889619774007,4.1961281012654,5.9368138978904,10.141273803856802,13.0518516419179,15.278959584067335,19.519263751825854,24.44701092656399,30.22269828210486,36.521721322583645,45.050225247881606,51.94362848950001,55.34469584399999,61.41198947668412,61.828326484405004,0.009537708972007897,0.16829235904157636,0.00986087822140346
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0.003832,0.0044030960000000004,0.00510685856,0.0058097385599999996,0.00636481856,0.00930108256,0.00947252656,0.00938220656,0.01533687856,0.033299251360000004,0.09286692335999999,0.13196059536,0.17898856656,0.27535386656,0.34193076656,0.44924,0.4998,0.65842,0.73472,0.9661,1.2692,1.8939000000000001,1.8229,2.1866078575478167,2.9369565958120174,4.037729221172578,0.37856701688571825,0.2455635116158894,0.0006439694943227637
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828249,0.004545145,0.00350599,0.00295588,0.0045321,0.0028272,0.00310436,0.19544210599999998,0.211626749,0.24322305300000002,0.261623223,0.23271666900000001,0.25695933200000004,0.38382492,0.46987855900000003,0.5255888184999999,0.607200603,0.7588638325,1.048871007,1.3327640079999998,1.6155628230000003,1.796849125,1.8747395570000003,1.9426548545,2.1271607935000003,2.325621992,2.4095906295000002,2.543167183,2.8818795809999997,3.3888623995,3.4042790825000004,3.8124203585,3.9444586255000003,4.316590386000001,4.4724380845,5.251997288,6.346037880500001,7.851596219,10.554802494499999,12.63478307801,16.467304844,21.615736763999998,27.815987020999998,30.3936458975,0.09566186298634594,0.21552584109613981,0.004847422822859388
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492,0.03019,0.021570000000000002,0.025008999999999993,0.029667,0.020860999999999998,0.029429,0.050763539999999996,0.14274905999999998,0.20712081,0.27350026500000013,0.30951109499999985,0.4474332869999996,0.5268974909999998,0.6210878389999994,0.7524021670000002,1.231493312,1.841917894999999,1.856268038999999,2.0244668949999993,2.4567868539999993,2.177745232999999,2.2962920259999997,3.42621549,4.076664259,5.211189944999998,7.23391048872,9.04550514253,16.44227854825999,20.240756272690007,23.57008728600004,27.344201671,32.030357051,29.517117557000002,32.12314374799999,32.64182459000002,37.758309536009996,40.793287035999995,35.617591972020016,-0.1244840263972744,0.08036437602946167,0.005680579710730413
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.065,0.079,0.0567,0.0736,0.101596,0.102596,0.10359600000000002,0.13279600000000003,0.134569,0.19766899999999998,0.32828999999999997,0.5659919999999999,0.9970000000000001,5.8919999999999995,12.524065300000014,31.17711830000001,37.40375960000004,43.55059152185244,46.68669942225144,49.68622431968037,0.06716370140113526,0.7379198477077997,0.007924358221490653
Other Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010526315789473684,0.007,0.004,0.006,0.007,0.007,0.02177777784134172,0.024666666765740742,0.02666666677,0.023888888919246037,0.02866666678189655,0.031666666785593225,0.028640218000000002,0.024419092,0.022466207000000002,0.017825067,0.145900049,0.19191186827659576,0.18454541578347938,0.2503002550588894,0.26880662779665376,0.34174759239562613,0.37817108068421046,0.5971543800000001,0.7808319870101009,0.81669834310101,0.8070966440687801,0.8143518910365501,0.8354937459033099,0.9054081638710801,1.04721312483885,1.1388700878066202,1.1967088197344806,1.38051214704216,1.7587571247302338,2.146981770893498,2.3631830795714204,2.9260780720353936,3.2188077416382455,3.725618775086522,4.44294082943274,5.401205641426285,0.2190131881168722,0.16842718435989523,0.000861427667661293
Total Asia Pacific,1.6440000000000001,1.643,1.4240000000000002,1.577,1.608,1.776704,1.7546110000000001,1.7855910000000002,1.8349980000000001,2.815604598538986,2.973669861696881,2.906400072223197,2.9417789669600385,3.2368068616968815,4.03225591432846,5.4927686511705645,7.391300914328459,16.271230246433724,18.38714205932846,20.06147290432846,21.11782300485477,22.01322554064425,22.335085430117935,24.15304022169688,26.44578611732515,22.557071750694163,23.134725307213735,23.409795779900904,23.46144798051708,27.22624926600393,32.31603483144277,32.75302243239759,36.65266089354887,39.4633477746219,43.80714736804517,48.028968455843675,49.743275327346254,52.24946952916626,56.11790873449416,64.10758835682005,74.54850873300435,85.8756616691299,99.2164225022245,119.27173483747099,146.30975081191218,177.86520919516605,221.6480443045962,269.23994018253006,332.97125381769126,404.35858656783506,484.48110664126125,606.6645210978392,773.8159326860945,972.2257266637155,1122.2451782642286,1282.8792259233944,1634.1325619077754,1928.3420764306506,2297.3524116098433,2733.385111614967,3323.072082428006,0.2190658298912005,0.2123451841599795,0.5299902324549147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total World,17.985232095652645,19.806006895272862,19.98657074264804,22.120045096175943,23.257964376537185,25.701896848231318,27.88829458996417,29.888775064695352,32.095851635944534,34.28908463490218,34.812081802480336,38.791051117444795,40.8920406807364,43.2996494823987,46.5052543060974,49.72796540069868,53.49667348846801,61.727453339943565,68.3907241503099,76.3972161162791,78.77854684150405,85.59739511854954,91.721999306098,94.5026841304766,107.58436079282443,121.24031892920898,126.84979200066421,136.35361390073456,141.7360290999535,148.4004538070779,155.54859993993912,160.61379788773894,174.18484424308573,184.95283301424786,198.7736058705456,217.38223832319997,231.86994264913804,260.9411989795185,284.05801524249154,324.73329514126135,364.38609304001847,411.5561887848359,475.2077737856158,550.7989261498251,637.0419747125895,753.4346087488384,898.1134312394274,1056.3732896391089,1228.6975463232789,1394.1232277627537,1615.6754197461244,1833.3183985167123,2151.4567809248424,2454.4833041776187,2759.5981734508314,3111.6716333056793,3614.6172843463696,4145.63836265153,4706.458359078918,5408.683682306479,6270.062878395959,0.16243461480745847,0.14522752576490916,1
of which: OECD,17.985232095652645,19.806006895272862,19.986570742648038,22.120045096175943,23.25796437653718,25.13096349525494,25.646908599581327,27.6451774802924,29.70708101085428,31.777929604360317,32.014913904398206,35.52575084607686,37.300192150419264,39.32273259700655,41.603311148627846,43.412484249293804,44.8147373386191,52.4277577057897,57.31466318299773,65.08242489256953,66.95328896351086,73.5598903488317,79.91608249789061,82.49977268292331,94.62065779906197,105.76307105041175,111.22822362889166,119.48458504138324,125.08483924718116,129.45374633580576,132.36090690851762,136.4412619571335,146.40651478535742,154.41762111358588,162.96451656957413,176.55852710195165,187.68952567312854,214.60136558417653,233.35214484798428,267.31118660930315,301.6222395481208,336.4393251422387,385.88177477286706,438.24074973270046,494.67719025100814,571.4414035910431,673.5354054090514,779.8736236146613,886.3859454828162,976.6106662685067,1113.607354812131,1197.8011749597124,1344.8124455246618,1449.7058495074375,1592.2105139051534,1778.2321363468827,1924.060008896631,2151.2860028142454,2296.1733029965885,2510.700994699081,2739.0750936874806,0.09394922565912389,0.09417600060315734,0.43684970100143644
                 Non-OECD,0,0,0,0,0,0.5709333529763795,2.2413859903828466,2.2435975844029543,2.388770625090259,2.5111550305418606,2.797167898082132,3.265300271367958,3.591848530317139,3.9769168853921535,4.901943157469538,6.315481151404883,8.681936149848898,9.29969563415387,11.076060967312175,11.314791223709578,11.825257877993199,12.037504769717867,11.805916808207368,12.002911447553322,12.963702993762448,15.47724787879723,15.621568371772549,16.86902885935128,16.65118985277235,18.946707471272155,23.187693031421535,24.172535930605413,27.778329457728358,30.535211900662002,35.80908930097144,40.82371122124829,44.18041697600966,46.339833395342,50.705870394507386,57.42210853195842,62.76385349189776,75.1168636425972,89.32599901274855,112.558176417125,142.3647844615814,181.9932051577961,224.57802583037594,276.49966602444744,342.3116008404629,417.5125614942476,502.0680649339934,635.5172235570008,806.6443354001816,1004.7774546701817,1167.3876595456782,1333.4394969587972,1690.5572754497396,1994.3523598372838,2410.285056082331,2897.982687607398,3530.9877847084763,0.22176772793900557,0.21538357170361255,0.5631502989985632
                 European Union #,2.9090000000000003,3.979,4.316,4.818,5.243,6.9402659613,7.057850626,6.925944039999999,7.442191239,7.829309200000001,8.282595081,8.305585232,8.646165321,9.121854077999998,9.291327992,10.39777728,10.094890151000001,9.305653004,9.599038155,9.984444808,11.038906738000001,11.936470556000002,11.792065294,12.705791804000002,13.30965880209091,18.135958046467838,18.86375598783838,20.24466407975747,22.622176819393943,23.998098801090876,26.950084899121606,27.767872847735056,34.59026162860719,41.31867739601541,45.06605731904498,56.035399149668145,63.65053873384549,78.51860384515673,92.99635032250428,117.0979822608899,136.56383520540396,157.4641381864246,189.07348666212732,215.77928537016248,242.67061171296515,281.19616761185955,338.4223253857807,398.75234165024165,440.1088348569087,467.0097292221121,521.6870216169821,527.1641985011945,581.6254924594724,599.4135762206764,657.732251055425,714.2752441235486,734.5816199181719,807.2009546012838,894.2330137748646,959.621709035989,1016.6133822409591,0.062292166574833274,0.0689923048954677,0.1621376694233463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" *  Renewable power is based on gross generation from renewable sources including wind, geothermal, solar, biomass and waste, and not accounting for cross-border electricity supply. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ^ Less than 0.05.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ♦ Less than 0.05%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 n/a not available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USSR includes CIS,Georgia, Ukraine and the Baltic states.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" #  Excludes Estonia, Latvia and Lithuania prior to 1985 and Croatia and Slovenia prior to 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes: Annual changes and share of total are calculated using terawatt-hours. Growth rates are adjusted for leap years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
