Total energy supply per capita*,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate per annum,
Gigajoule per capita,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2025,2015-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,4.18407418109262,5.645408717110162,5.880295813782719,6.117586542911449,6.4336242552351735,6.600870743413647,6.794468437439401,7.181297662782101,8.03150392091457,8.350201160000907,8.421688146940081,8.948939727219903,9.695897217790149,10.046775117788101,10.921564635058719,10.69470895891032,10.257821557935435,10.46125593349746,10.500478969835408,10.41761278571628,10.476011763975443,10.556991874315264,10.610644168625225,10.976706489948908,11.817255990977893,11.869501694874508,11.817257955013856,13.121047821895102,13.19702040829393,14.23485762027062,13.80795052817241,13.86973908004769,14.191518665424974,14.4322618670689,15.012535143690345,14.683616628039504,15.596532382788848,15.79465719552853,15.50046596006738,17.450644349973807,18.87289216021782,19.012861688504863,18.593055872706184,20.26653207195673,19.16103832423189,20.804647545552193,21.876471338401085,22.05124782561599,22.0637050706518,22.200946629692215,22.197832684131484,22.152283511704738,22.963207236342132,23.217598078605864,25.003536897183736,22.736428764525126,24.973728736766137,24.617816545765248,24.53829502178489,24.839272375930268,25.820131530516257,0.04233615321155648,0.015230806517168238
South Africa,66.78907125323084,65.15413370189782,65.76597191325459,67.27872185937044,67.1666428402628,68.0944953999967,71.20982698364992,71.26931920383107,74.48827957839976,74.46305893286974,77.24034249240422,78.27675012516747,78.05023544544575,75.21446916908674,75.79383854202533,78.53022219378624,88.2513599467889,91.86103868126366,89.97868385394419,95.08384697657617,93.93544939242585,92.55808989092392,91.0918442667602,97.12113906218508,90.15876508618092,90.94222602693027,88.09487400730895,87.13901905184862,85.33898842908131,87.46168025142553,90.4138968299679,90.90682301596075,91.74946005607244,89.13486759689421,91.27177631155878,90.50750223325723,90.09127517678209,86.94819225804305,89.30509208247851,94.07930122088105,96.42673680695744,100.50905861899219,102.4445317782992,103.3789152212171,96.65814124143124,98.74952662016554,94.51302975948953,96.87950801345696,95.2653351444973,91.21216193491281,89.539478249754,89.79193278603395,85.34570977026091,86.68881624533913,89.63391342373133,79.1692340200643,78.6332661755172,74.58175456188924,76.74537833019838,78.87429305301802,77.73139037424771,-0.011790152778816343,-0.014042516555259121
Eastern Africa,3.2400592961818075,3.412453477182998,3.4727445556951584,3.4996162618192224,3.6444324906596863,3.8480328348110664,3.860508854232895,3.819916732562616,3.9688068731198918,3.9088383355578027,3.6572649772795014,3.7734430998809,3.6020369847463294,3.439392928145775,3.3817818684771312,3.3852114936625752,3.2286245643071063,3.0514534278895393,3.005968425638435,2.807892922175971,2.877484819431864,2.9660579490601693,3.027052814197919,3.170856837234116,3.09263476312052,3.385827614435854,3.095030637424967,2.98221620002257,3.0999625630236456,3.0604383625415648,3.013930729300424,2.923589306990121,3.001226836974524,2.9625993737774667,2.937072695586853,2.8343294694642,3.0174022886836727,2.905436350897505,2.841032199560557,2.9819713873493225,3.050646350887476,3.099750632265871,3.1437084855253072,3.0482686223930515,3.184905737046702,3.3239244454993453,3.3860352860947533,3.485457480893535,3.7162148139808946,4.061998917502037,4.235305698935897,4.124798246879002,4.2999898820460025,4.462722133972987,4.444522110556823,4.064702360565185,4.230972237919102,4.439415782367176,4.426006072136982,4.2119610614545655,4.472108768167351,0.06467297667946936,0.005455280966206955
Middle Africa,2.9997888006472464,3.0044300382048736,2.9492482553809443,2.9895902198229876,3.0306793307465107,3.053299228778783,3.4429075475535287,3.4879170312920773,3.832240279088477,3.8624950882477798,3.4387710790175796,3.2933342587888106,3.445203921606529,3.8261813995988763,3.720237423096941,3.700692661373799,3.8329382569548294,3.555854817860967,4.269811602113358,3.792209318893605,4.118627087986898,3.9082144971010098,3.8903177394613775,3.901428655334354,3.90049608013038,3.6492198489611933,3.346411131283513,3.0859067873363806,3.011289245329618,2.8333733340269314,2.8258436928230877,2.7158480926280677,2.699517818394604,2.5136547348881697,2.5442875869818917,2.6424223917546374,2.68995239830533,2.685439168807783,2.8306613426039857,3.3897992467584532,3.181973534796088,3.6027142467231354,3.7447390770609466,3.977903555196678,4.107334174305354,4.475258748425657,4.547743096277409,4.963365451049144,5.397071182792748,5.522556054870288,5.343555644615536,5.3638221604111145,5.091132344343772,5.052939397816022,5.021243969689679,4.415600842902706,4.733378024722568,4.9077670560759,4.703253939957184,4.746778474891528,4.433161288100634,-0.0635107665168898,-0.018504484578659275
Western Africa,2.1227616019056827,2.166536424043017,2.1050346993922555,2.083593218216101,2.2123800637144555,2.324781173254954,2.80463129865917,2.934243449588605,3.2343938833921784,3.267583918462864,3.451354838491934,3.779910356313458,4.124802447614198,4.280535755724204,4.559396268295355,4.7609062852733235,5.242591921507818,5.336723815545907,4.898434741526985,4.388067295161225,4.463788778432742,4.212612074095028,4.314566398809286,4.46464901797756,4.568213081810464,4.31739915777038,4.445325602402711,4.699664449270747,4.626863868219862,4.442640274069589,4.4545115938465765,4.7102334361180045,4.5654479510836685,4.625562743071913,4.443844651120833,4.661266881425043,4.975981666883089,5.306713721687007,5.0655148778653745,5.673766693688589,5.186676753132095,4.742085229462308,4.886734579715266,5.145705810873836,4.4871932402300505,4.661933620273589,5.298702759758869,5.623672767800009,5.7472080101365295,6.011971478963435,6.7770051175518295,6.5051047734392595,6.616443140495393,6.853077848574626,6.992967104961301,6.9886899105659746,7.959265532196901,7.846317698884632,7.572018465321607,7.790974296236836,8.23227993920323,0.05953810357257905,0.019643210308095016
Other Northern Africa,12.265877607163285,12.7487665614351,13.127841691943283,14.20816296631437,14.71832713450727,16.177365719659864,13.9697399730058,17.012033711779253,21.860907474119664,22.940508043626807,24.64480268672741,28.133304739638444,30.83487676012983,33.17542809877053,41.888294996951366,42.692915865660524,44.09675225107686,43.53359570850686,46.140319430942405,44.33079588421928,48.557411654724746,48.42463951769768,52.24301878581609,51.838706469759146,54.60201615203937,52.07375193121119,50.65156094567372,49.29753077864926,51.21232804287694,54.92576234833377,56.97839723046093,57.4546675667474,58.86970130293102,60.44912543995914,58.96738307756856,62.67684568053843,63.185413684868706,61.69031863726895,63.03628677575697,67.2069663286347,67.6663142790652,58.08088428430666,57.709950908889525,61.65862221339035,64.89706268244059,66.43261299270117,50.02236892366869,59.41660598347215,62.86188068269521,61.79531576005613,56.66141283721845,53.14149098502024,52.557311001474446,52.51159580513319,54.36092578404563,53.96489416836833,61.5975293490692,64.43436661162974,64.32100455689795,69.52169702660868,72.53747689145354,0.04623754620109133,0.025008589084228428
Other Southern Africa,1.6254210703138172,2.0597306984166477,2.169031880036695,2.3151540194346376,2.389796034753207,2.6060345597274726,2.6764403752038044,2.7369593522637503,3.0034840510116503,3.5640725553745165,3.8117070550631804,4.572342829694258,4.879329026816037,6.686024492336873,6.953074714571815,7.017916088954612,6.899613888035329,6.817931721400041,6.143446207755913,6.1529467820465085,6.526783535102123,6.924605799357406,6.886603286997092,7.381329018421902,7.836233749290706,13.20305052406985,12.848737003459187,13.889820547346142,13.74031331724673,14.102268419445467,14.738017582724257,13.730284024919753,14.433230087404786,15.660954921204658,16.28387349820687,16.17351845368724,16.46673647123558,16.079362596049947,15.964076003554933,15.993747606325954,17.073803760285323,16.44802592840787,17.00267211452784,17.76896017675258,18.04269059423936,15.157956435021982,16.242283608072952,18.09536120160965,18.751853513312536,20.129303145482712,20.80106390182417,20.74451485832921,21.047932809889762,22.336753167915152,20.789269765699373,17.986830420983075,18.542352044065513,18.731551876429037,19.96340188987204,20.620797497196563,18.742855008853837,-0.08858009496943864,-0.010365060752558608
Total Africa,7.691254618756818,7.834103537545541,7.7034792407824035,7.8919225214446005,7.8472323234688055,8.228871020444645,8.607369710759224,8.836242552145723,9.341132699173556,9.500724186507911,9.790551564291384,10.304397698520406,10.54424290910125,10.666972760203876,11.299212604177544,11.875374777224023,13.008684206454431,13.506602909245949,13.606573315252124,13.635966821558592,13.746027943877737,13.656087125504609,13.764142063685021,14.307898371676929,13.920283502118385,14.006544131489532,13.579317124022573,13.434017168134162,13.117182128461694,13.249572708540326,13.451547344069128,13.442650686240425,13.383217540364258,13.225362833223627,13.27746224350764,13.226909382093913,13.370023442154185,13.168637456850805,13.266920373040417,13.964918689786549,13.94388113433009,13.923964563797156,14.129386286268199,14.424712001952232,13.98488487723627,14.179087998605182,14.004918151723123,14.54062583299593,14.593749634119456,14.561454103712563,14.654572744407098,14.459928652680754,14.271034323342535,14.434016435082166,14.496655543941577,13.285319392637508,14.023053462102677,13.98727546672773,13.832354104028418,13.971892635918131,14.100451985335589,0.011966218827787367,-0.0038471374236714873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,130.16869974811226,134.05693454838905,139.65363511998385,145.46290114535736,148.251352724203,157.19461588793894,159.6005623410475,163.27703001999757,171.83095904606645,179.6604062394721,179.99645712456987,184.8625694183034,192.4747973033141,196.0569146658619,201.4747608649425,199.99462833150648,200.01949812279997,195.45455022463068,190.98371231156486,194.87968901401283,197.53891417696576,198.23716267633483,200.8882508199466,206.77933456465962,213.76474823163093,214.8426871693397,210.18864086401146,211.1041017158363,213.7367489360153,220.01135522415467,223.5201436320969,227.47560365170693,230.69545773264633,233.9080905529666,240.85137436077167,239.4428451256889,238.57273690828174,240.58122751665084,241.27754476015593,246.5361921500016,244.499430736076,251.49580630926692,253.61342001938968,253.23166529751634,244.25674679738268,239.5686204478542,241.6350720074556,234.45049305326478,232.31784650848655,231.29128998297782,232.47310004233378,228.1909710228616,224.47104293461916,222.06379135187947,225.297170745368,207.7595071067342,203.75563182670484,209.4859892616233,205.55443020225596,207.8174115504041,204.93540340099509,-0.011166250572865688,-0.012528822077752522
Bangladesh,0,0,0,0,0,0,0.66923780565404,0.7461213204036057,0.9196263490118743,0.962239409178465,0.9469002353240377,1.0786323736635797,1.0810037876433736,1.117197076755173,1.20004694497725,1.3746756619264002,1.4198811649528125,1.5366587976233608,1.4687215319931035,1.5342598063850987,1.6815358233561164,1.8118606101172214,1.9541101867323019,2.1239315011220152,2.2308440631429143,2.3259561362726546,2.202470478040707,2.3643368668976956,2.5673342925211178,2.6633583984631155,3.1237283522672086,3.1933008150632625,3.296759622584955,3.440140150649735,3.4159815175453634,3.6063647452813115,4.046180411874187,4.011021417239414,4.1797771645943325,4.385339589793957,4.697630690462133,5.02803301589034,5.117150978208915,5.327226615571737,5.834916239126449,5.9058356982206766,6.325293073727847,6.811126945949398,7.013839122403021,7.228458815048895,8.653505952044682,8.617600879934216,8.897678904686131,9.434992854039784,10.491331944474188,9.854361528681402,10.531328903512678,10.838256297105135,10.936147173294687,10.584296641901474,11.53935401423246,0.0932203692172664,0.02919801530160071
China,7.429507197937564,7.881296029954789,6.921296345477986,6.784769362477297,8.076896775672648,10.121071470272025,11.699988035948033,12.314390888717476,12.705253570092047,12.816437044712718,14.127396901467199,14.658671498775837,15.776146628881257,17.121357721027927,17.369952937343665,17.259534244185897,16.726426620775293,17.159311493435915,17.941425592015083,19.020840113521327,20.27768599954644,20.91716388487003,22.18188830417421,23.414152895876253,24.142132288302957,24.000188976024877,24.88778465420965,25.888145117350955,27.545216916271066,28.95467702001702,29.449688540664333,30.833019623266004,30.746897642315588,30.546847973529996,31.434664782233195,32.23331511716025,33.60089847523019,36.45797999083527,42.517607657087176,49.36518209684428,55.781168253305964,60.78051306913378,65.6330238277192,67.11105869990841,69.79331492627787,73.79911112746488,79.39529954368093,81.35649386005373,83.65026482339205,84.59712245791715,84.81149795929731,84.28341632786844,86.79163372625878,90.28770368844204,92.75433403178829,94.97732271134903,100.07902227530984,101.80792196787787,108.31206947634332,111.87281000696011,114.5355625507442,0.026606541887897128,0.03050134258791748
China Hong Kong SAR,24.559508007343425,25.57540109301865,34.91353634407914,42.78209855422081,45.3773746626125,44.26143053612808,43.82161571789685,48.22657010732982,48.760475473131336,48.677121967191624,44.71397794419493,51.55570971316125,54.40753167945743,55.29173604584537,55.40653296745148,55.42082715027394,57.90863998817615,62.45732136151301,65.15145328480456,65.73125721527492,67.26450690342256,69.72979379917172,76.12866954701578,87.24308119569938,92.82324322353602,90.22194469406791,92.35842418410212,106.21376109547336,113.13965729512161,100.15032832908079,105.30020282967548,103.15452465892707,102.49783590377196,102.80742533659523,102.62763553375828,106.03233058211418,132.54814457978233,128.47158535158724,131.95392864547208,147.1360098714258,140.74367618462284,148.41883386621822,156.99213993315055,145.03800403144197,157.39091517280684,162.80753253237253,165.97329266467995,158.2145636013463,161.06839080080138,156.00777486072474,159.5297609550227,162.81370250562412,173.74987045975936,175.17720255326597,165.67549679202813,124.0224219851878,117.23524856601317,104.83106580369837,121.32436571237383,132.34107453213278,133.548796416696,0.011890556303829403,-0.01761928930349077
India,4.274269321198656,4.308176953718437,4.324743639411783,4.500019099303759,4.884762200085457,4.645743467340416,4.703970021345507,4.875607973394645,4.850699138095857,5.0610958043507575,5.269436578646482,5.3997807071673884,5.562186379887919,5.553079096856283,5.779067577113017,5.816598032834147,6.313642969916793,6.191754032935401,6.4036040159243095,6.660580506229795,6.91316670094538,7.25601089799851,7.601408418065997,8.078549986604614,8.596087620712389,9.039538102535952,9.30135381648854,9.635167256691867,9.677367314099664,9.947676084073482,10.552733971586367,10.826521941232697,11.221723201107366,11.611741996530153,11.736431359358434,12.163270560057486,12.026403650865115,12.264625644475196,12.49458175915466,13.178509322800945,13.780615871022858,14.224015819121313,15.201706321031292,15.931222477801175,16.957217056237415,17.446977444791532,18.044319452841627,18.849783378593052,19.13755940377299,20.193929197846124,20.637812184453765,21.3454334011381,21.808223813656163,22.753475663776086,22.94751822287656,21.427680463346903,23.117302867428617,24.06748328677295,25.764665111842838,26.754387656668936,26.70961074960148,0.0010615121919188564,0.026125287393477414
Indonesia,2.8604357115649375,2.735216581973944,2.6123564507887416,2.683440437967451,2.96278551555291,3.0595824105937766,2.9911476430816304,3.102078869855051,3.3985951378664994,3.5466318594111303,4.250865564207779,4.398316183153266,5.656288832827354,6.246264564782889,6.943061002151429,7.294524129251729,7.644019777606695,7.612011797171083,7.852849975750191,8.454593987268387,8.76114509211493,9.107483965288868,9.432926317297467,9.761974066283788,10.595873321574203,11.635215274482373,12.398601441660933,13.312960387046997,13.987254513318153,14.504865380784404,15.598919706432083,16.45055604626033,17.713211756926913,17.059937656879427,18.432372362159335,19.58329824768574,20.74782545195739,21.1004339990372,22.712181298534105,22.217747476832248,22.528867380696937,22.647254567044314,23.951327534525166,24.050137230167753,24.494762909986655,25.97450419835624,27.196147620260465,28.267107707629272,26.238763182888803,26.49080457225656,26.781675715829497,26.28234291777439,28.111680799790843,29.31292197459727,30.67315691830699,28.689796806027303,29.558549078597668,36.48408978967733,36.67618873788844,38.621025425722046,40.3052801481841,0.046468992672843434,0.04172339993055951
Japan,60.03710489055862,67.97005871956618,76.85169552171574,83.77690433356118,97.22153667813018,110.44511588554798,114.05746298881978,121.01590644898896,132.86144750031966,129.04403812121072,126.25928075176085,130.47518768134998,129.32699826307916,131.48292814600327,132.39746058903626,126.21152787357342,123.55449363381456,119.56255711763463,122.64281182343932,127.54062072312573,129.85604757173425,129.22819791820237,134.85358809929255,140.83871540368435,145.04638096890062,149.4828079032088,152.52920627706752,154.62168370013072,156.23615415632304,163.52855834911637,167.6952034439361,170.85242862657728,173.65560891162178,170.0181448207628,172.60962403839818,175.32602042915312,173.39678106738464,172.9358015304889,171.4941399357636,174.06025313773114,177.79637732062196,177.24697532275138,175.49645809893212,171.8588758407463,157.82126127218,167.75437209158704,158.21824912382638,155.64239840304458,153.90994213844974,149.3342878663168,147.3572776668582,145.50066215952728,146.51744030285937,145.79557509264635,142.94782714206798,132.22928448357953,138.86045053262572,138.0717101969068,135.05730591615267,134.20020042788857,133.89182245455862,0.0004355353965053155,-0.009537023313826554
Malaysia,12.695492564616739,14.314506623627844,15.026639039228078,15.150770361108703,16.158751136132114,14.822827540402887,16.369119131781105,17.807674737815645,18.38864246639497,18.274822886581962,18.422947911172322,20.188836629448645,23.254322376105762,30.223528301691644,33.899475530156316,34.34216066746491,34.34599954134953,35.711672848989195,39.69921447867951,40.66546448474935,38.82916700135173,41.25151878050191,40.8755059758306,41.44933961442956,45.45604689644038,47.05251330839461,57.53707772599578,63.489641495500514,62.04653615576195,63.76143721493816,68.31168456030423,73.94567399161451,85.43657886900839,79.98406298107179,82.58051379299557,93.64928235784232,93.9484870420406,96.89411473616511,102.75298573956859,108.4785108183204,114.78684308715411,113.38627464038763,118.54350300783031,119.91650954320824,113.98122504229809,115.76413821619829,115.36313619227052,124.03859976259514,127.17624064540149,125.98466087117087,125.68532722789445,128.88331948526417,127.202410158965,127.4700992899474,128.71201642377213,122.02263844461525,125.5609123428339,134.35754909087134,130.48542767468535,134.08935634223567,134.67569678904658,0.007124465241845845,0.006932747209104528
New Zealand,102.77235953504919,106.20099918660455,102.45013320016743,104.17684013873895,105.77319340611982,114.97160251819784,115.04838085007317,120.07465710807335,123.66833885869968,124.3530297247666,121.08942382301578,126.81420982379707,130.48880192824802,126.96385759709057,121.97483450712964,120.79045673460206,119.5636334377335,126.85212896539464,128.6001963757951,136.64210633796753,137.66089987262194,145.76430798253583,147.21529957710206,151.53228309229934,159.6315748094335,166.16045534188365,167.0406614434427,168.32280586891656,168.30582952969013,171.2727721658962,172.67837216111369,175.65717773789555,179.58360497900344,175.95500256664997,182.78864069602528,188.64857870987578,189.9328442801677,188.87028947602772,181.25273193698058,178.66398744485642,180.03518986530548,180.61328088300056,179.13081892231943,184.23732356536365,182.91049442728695,191.3700391281998,192.12813744013033,196.98438477900734,199.09096646176386,206.0531692310557,206.45089047014773,205.0672674728875,205.80540308211584,199.95245345223984,201.2804102379565,182.68463579944333,179.50309681812448,174.38375830934413,175.75122261787104,178.15818093948803,178.98826516975294,0.00741174518052401,-0.014172838123065246
Pakistan,2.5022739229611255,2.451287720817943,2.6266570223630703,2.8868548039227755,2.810354261337468,2.7087898552372134,5.2415879103413365,4.6265114016248905,4.808873753141715,5.094290519382237,5.14721048899881,5.034602795105214,5.2247514560926565,5.316825117814859,5.603731807626763,6.0096134522415685,6.22009783451463,6.590417907372649,6.734660177509397,6.927162214529021,7.064121126565045,7.333062372179009,7.786939702019638,8.013120459732722,8.272216016574774,8.434503496367196,8.635709040785231,8.7737756487762,9.451150430490113,9.564364697235094,9.797387063886566,10.106027011095966,9.771419697102063,9.993597201210466,10.320765097905246,10.446410077242188,10.397463262424033,10.4811399242657,10.939264420596448,11.980832883146354,12.000116609882925,12.51328415006926,12.876430193017237,12.72396587942194,12.866429278980874,12.602024662132672,12.385759114846921,12.291314669710466,12.319462418293886,12.299512811215356,12.824444471873427,13.781717259410343,14.539419267294123,14.55825816148121,14.26643186684623,13.750399896112171,15.200428954469057,13.811824696879215,12.421611984393923,12.17564142028138,12.241409718543538,0.008156154049894004,-0.004642055256546707
Philippines,6.561881057574378,7.062325267572529,7.44939974523027,8.514372813845528,8.924645375068584,8.834939706569251,9.311225703537104,9.620906240888212,10.493382059873639,9.611773087089913,10.217039454788841,10.270389309199023,10.870367715041663,10.990342690717306,11.530953239207719,11.696511301366257,12.11831260983574,11.760268408170164,12.087195636033027,10.87218570001656,10.4266148602589,10.053446933020776,10.58722527830394,11.24969602647709,12.142979437065167,12.29676861928689,12.05049441156652,12.572632032383419,13.218782444657835,13.565925000405299,14.809365897362623,15.463258154512815,16.668072921808168,16.814631177308858,16.93356188469543,16.987102093657953,16.01252504535254,15.710962552118554,15.627524612594963,15.729304507526107,15.358361561008884,14.597423602368464,14.84153517001248,15.065508770350467,14.8489600878542,14.943930696619798,14.792610710259716,14.973073566496604,15.46234521340677,16.132438335296413,17.416318869424988,18.539955471336185,19.591438630065348,19.884294612321792,20.34307192658879,18.46239394956482,19.084793467373345,19.87894221065117,21.679565344698656,22.679379354184896,22.039044045206357,-0.025571879958960153,0.02382006939421033
Singapore,92.15030713531227,102.69315613825873,120.42742752831913,146.38351723455136,140.89889771389667,150.09831999040495,128.0342627463491,157.66296267581626,146.161733499323,141.83446602731456,136.45419004700415,159.58791808733093,158.07058232030693,160.69846192284848,169.33557635951072,164.78248795135,182.51636487055464,171.12515474627747,177.33620283092094,184.0438436265929,186.7683840616008,216.08269611370787,224.1872386506661,253.24171400145406,279.953127492432,323.43937608424056,319.41902614544614,333.1114440553892,353.9054865537296,392.92855616574195,396.2063832690539,385.5237449474772,391.3846417348705,386.1392473897253,376.0015336405672,395.1951303427592,437.86333962740576,418.5758455320275,395.1185295960002,442.96617781421224,457.3205110936585,489.10007210007836,507.83359889587297,517.159850249799,537.5578031895167,578.4937460691148,588.9179262921988,580.5947993207246,570.3416859175676,574.2149537464501,608.6994064289862,625.9458179743825,648.8037918255179,649.2589591200924,630.4062225766758,595.5982172229077,603.4794814211441,582.4802267240534,602.1433237377793,630.7164368334485,627.7766688346313,-0.0019340417477343719,0.0030907585743131794
South Korea,9.026544434776024,10.715837982793037,12.090515189537367,13.591609983419561,15.996399345099158,18.261734215424983,19.343804757499978,19.6435321108568,23.89443377980422,24.2639927972916,26.32123860741333,29.05637341473354,33.11764969052618,36.65631570600906,41.74275219672508,42.56297195710343,43.80888383386048,43.25915693110941,46.28443471185522,49.9299400082359,54.34386370010656,60.39121602272181,66.0341541021778,73.01365514707045,78.20811046898258,88.18159027881,99.55815011693721,111.38266286990056,121.33457816926033,130.70830870171343,141.8692889569703,155.78509935907266,168.97900360177724,153.67286749652752,166.57475696327788,175.0402952208205,178.65482591859805,185.84597963119222,190.98784687212802,195.60262586735476,201.414762351679,204.8107456025877,209.5616834424259,212.9712335144099,213.34777392197796,228.90389745661705,238.61862631212855,238.85357811156862,236.270809153637,236.7550181954677,238.64000132563388,245.3024303340876,246.57849595249402,250.88372222949326,247.13733086151868,237.19084981986205,249.81773863030705,253.4608356906178,249.10435586280892,254.78435403757138,251.0822070977624,-0.01183059490993088,0.0050953632411741
Sri Lanka,3.21172203636171,3.219009119097144,3.2188596467315396,3.237829236802389,3.2519971195695248,5.366058911487692,5.310438130133183,5.468832890878084,5.648444691015546,4.548135256089254,4.641446625813418,4.455925367894079,4.690354320463577,4.783366180260582,4.925896146358881,4.877486427953068,5.027602697151028,5.389448468969623,5.448631423684014,5.390167071777622,4.8653591341156295,5.005039434104943,5.327156068553942,5.023069053185593,4.722195488620927,5.2247523390673125,5.184633643501681,5.661188279737652,5.80877004743004,6.211341775502607,6.539205949134336,7.336899320190575,7.39550239672954,7.645661905378269,8.083178221391055,8.820100791854728,8.445647235214532,8.7824838666755,8.79535136560145,8.585844242769863,9.852092417640971,10.215121113721327,10.574484658725208,9.783864818087292,9.96622477659435,10.255810360133577,11.538328593597527,12.23105362948316,11.263166914658845,12.960311824930606,13.337017530455515,15.28583892762054,16.142465796272173,16.254415863528962,16.625510521642582,14.81749408691987,15.218368005158682,12.695228999093235,13.555291924915222,14.928754662336257,15.565015738195912,0.04547632873271379,0.015568178142565836
Taiwan,17.910276589315405,18.659489207403382,19.969588755721517,22.01845502664857,23.03971634018412,24.801790065024743,30.752945173382138,32.003738498640054,37.01696605028081,34.13144376649521,36.91775059914693,45.023956929127976,48.68012487355389,56.35320935652228,59.016827695585356,61.807723296888305,56.181650786062455,61.69349471888891,67.72307215744672,70.07920863147099,71.94928810507713,77.3685120814669,83.40351849030985,91.46219954875917,95.95051392492746,101.046272458226,106.8000029108283,111.4391447073258,117.72946603433297,123.59596072944997,130.36135505458486,134.76090553905726,141.28281429710057,148.18856940255728,154.45321339376576,164.32990706955766,168.5849588391505,175.3786285357325,182.50149626664637,189.51174181082644,191.15765699672966,195.54791522151712,202.86881215823556,194.83053245838693,188.73662398204766,201.54679100250164,200.50695341892035,197.7808658333334,201.2316120736852,205.66538640176333,204.61101393519627,204.33621439131792,203.58593856356674,204.38290287721728,200.03805584812017,194.33738041493,206.74687746778494,197.9759145494414,188.48016964147607,186.16267658492043,184.43230235842728,-0.006580697430347282,-0.010329105814045447
Thailand,3.358611420846614,3.872119275681962,4.2498117535122875,5.3701736869223975,5.602442338092004,6.385728169964583,6.8719740787295,8.260743380293054,8.522979767656631,8.556005569158938,9.098087364962462,9.380264698457896,10.211921215711689,10.877801427921039,11.159554842729957,11.266865475420802,10.85025830787218,10.787244880694486,11.678480993357972,12.702028315777847,13.10994351662089,13.480911432901777,15.428276522215215,17.182972192908633,19.40139308909431,22.644498946221105,24.69378445185317,26.688215787752615,29.955640157922822,33.13344235530153,36.68013166945947,40.96355972489413,42.61010826594067,38.91481187328358,40.94423844814213,41.71416251140338,43.558619723495454,46.70085122669801,49.82576369734051,53.81116867795628,55.09053635300631,55.59188062784677,57.06430108563426,56.72893532488921,57.919896654797476,61.3815170889368,62.483325948081166,66.18338000661689,66.99758887019172,68.87044105355307,70.67404868688033,71.89342211635966,72.86485986364117,74.9231307858878,74.48915835696147,69.1770612336325,69.24548015227579,69.25559984903339,69.64765488964075,72.18030117797475,69.92853715255855,-0.028542122414282445,-0.0010598999429087819
Vietnam,2.7913675310966415,4.801783879747981,6.488162694430695,6.580062786543273,7.614201748813088,7.7658255829019085,6.7526105447565925,6.424966893137099,6.635425232955772,4.809263168730764,5.217828919864766,2.9048082016415,3.0261165106169483,3.0333102038473214,3.178306078603197,3.5141134432018215,3.4383570291541012,3.593922907207646,3.7195313301033597,3.618866655400932,3.5816900595348327,3.822606959172249,4.240404169141264,4.108002943862033,3.60161237856157,3.6613550386149942,3.5601803052672825,3.778646161849392,4.262125623966628,4.641699342148368,5.3185039717617615,6.017016122809907,7.037618052280903,7.6445303178970345,7.60198777456943,8.663478155639654,9.54641580761963,10.503839092139646,11.280795397706692,14.549740576682186,15.051497543366033,13.258693902781708,14.174542896924722,17.336720612399045,17.236924347777702,20.14987436042083,21.309891502354375,21.08948049810172,21.85964010311211,24.067817205609188,26.609775319850154,28.558221537796616,29.18619185833727,34.08970048756069,38.74805879395912,38.73633294951433,36.33235781638563,38.22008922986509,41.97553126441287,44.86531018402455,46.25017972556328,0.03369156162087328,0.05683508276432647
Other Asia Pacific,8.943286941137483,9.292076660413104,9.868421120857457,10.399460435532374,10.802695708947311,11.308844001299128,12.183345463457947,12.59285196651986,12.712572425790365,13.372491778251604,13.215436598485258,13.873217760765069,14.381124156984926,14.963347182161288,15.871291788261876,16.747754574947976,17.222839608176557,17.804138056242703,18.15047294540538,18.40441093379645,18.74362740274879,18.74617158703352,17.783029923202303,17.61246660548518,16.742640695142356,16.070765001260366,15.211215603378776,13.390757370433684,12.38484851833276,11.421578270593251,10.978302682565555,9.984758515183353,9.765747835469455,9.143375024915768,9.488617768906657,10.127013520144123,10.330541914174123,9.834783186954837,10.129410188840183,10.221003285473941,10.56863062743879,10.822794807489522,10.323098340075186,10.604454240779406,10.556340259523852,11.240295483045466,10.611889545614018,10.888154288364714,10.375271393692834,11.037053972178924,11.504856156685925,11.952197109435742,14.713650094779592,15.425694255189045,16.254616627657185,16.155135675907506,15.224891626834957,15.686101591252823,16.89046029838005,17.267973487952354,17.455109938084657,0.01360661511929484,0.04256739680839994
